movie,genres
Robert Townsend: Partners in Crime: Vol. 3,"['Documentary', 'Comedy', 'Music']"
The Life and Times of Steve Marriott,['Documentary']
Alien from L.A.,"['Adventure', 'Comedy', 'Sci-Fi']"
The Bitter Tears of Petra Von Kant,"['Drama', 'Romance']"
South Park: Season 5,['Talk-Show']
The Prowler,"['Horror', 'Mystery', 'Thriller']"
Up Against Amanda,"['Drama', 'Thriller']"
Ray Charles: Live at the Montreux Jazz Festival,['Music']
Lemon Sky,['Drama']
Tony Hawk's Gigantic Skatepark Tour 2002,['Sport']
All Dogs Go to Heaven 2,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Romance']"
Hype,['Comedy']
Fairly Oddparents: School's Out! The Musical,"['Animation', 'Comedy', 'Family', 'Fantasy']"
House II: The Second Story,"['Comedy', 'Fantasy', 'Horror']"
Hell's Gate,"['Horror', 'Thriller']"
Time Out With Britney Spears,['Reality-TV']
Cosi,"['Comedy', 'Drama', 'Music', 'Romance']"
Keep the Faith,"['Action', 'Drama', 'Thriller']"
Taal,"['Musical', 'Romance']"
Excalibur,"['Adventure', 'Drama', 'Fantasy', 'Romance']"
Car Wash,"['Comedy', 'Drama', 'Romance']"
The Place Promised in Our Early Days,"['Animation', 'Drama', 'Romance', 'Sci-Fi']"
Christine: Special Edition,"['Action', 'Crime', 'Reality-TV']"
Lou Reed: Rock & Roll Heart,"['Documentary', 'Biography']"
The Thin Blue Lie,['Drama']
Where the Red Fern Grows,"['Drama', 'Family']"
Frog-g-g!,"['Sci-Fi', 'Comedy', 'Horror']"
Caught on a Train,['Drama']
Gundam Movie II,"['Animation', 'Sci-Fi', 'War']"
Wild Reeds,['Drama']
A Separate Peace,['Drama']
Servants of Twilight,"['Horror', 'Thriller']"
The Secret Garden,"['Drama', 'Family', 'Fantasy']"
Bobby Darin: Beyond the Song,"['Documentary', 'Biography']"
Homicidal,"['Horror', 'Mystery', 'Thriller']"
Lemony Snicket's A Series of Unfortunate Events,"['Adventure', 'Comedy', 'Drama', 'Family', 'Mystery']"
Creepshow 2,"['Comedy', 'Fantasy', 'Horror']"
Of Human Bondage,"['Drama', 'Romance']"
Ullathai Allitha,['Comedy']
Oliver Twist,"['Crime', 'Drama']"
Charlotte Church: Voice of an Angel in Concert,"['Documentary', 'Music']"
Parasite Dolls,"['Animation', 'Action', 'Sci-Fi', 'Thriller']"
Lonesome Dove: The Series,['Western']
Dead Man,"['Drama', 'Fantasy', 'Western']"
Renegade: Season 1,['Short']
Judy,"['Biography', 'Drama', 'Musical', 'Romance']"
Seducing Maarya,"['Drama', 'Romance']"
The End Times,['Documentary']
The Killing Fields,"['Biography', 'Drama', 'History', 'War']"
Rumpole of the Bailey: Series 3,['Mystery']
I've Heard the Mermaids Singing,"['Comedy', 'Drama']"
Globe Trekker: Brazil,"['Adventure', 'Reality-TV']"
Boy Meets World: Season 2,['Talk-Show']
Mother Night,"['Drama', 'Romance', 'War']"
The Paradine Case,"['Crime', 'Drama', 'Romance', 'Thriller']"
A Smile Like Yours,"['Comedy', 'Romance']"
L.A. Law: The Movie,['Drama']
The Running Man,"['Action', 'Sci-Fi', 'Thriller']"
Golden Years,"['Action', 'Comedy', 'Crime', 'Drama']"
The Italians,['Drama']
Arlington Road,"['Crime', 'Drama', 'Thriller']"
Anne Frank Remembered,"['Documentary', 'Biography', 'War']"
Sherlock Holmes: Terror by Night,"['Crime', 'Drama', 'Film-Noir', 'Mystery', 'Thriller']"
Pecker,"['Comedy', 'Drama']"
Backtrack,"['Drama', 'Fantasy', 'Mystery', 'Thriller']"
Butch Camp,['Comedy']
American Dreams: Season 1,['Horror']
Jeff Foxworthy's Comedy Classics,"['Documentary', 'Comedy']"
Bye Bye Love,"['Comedy', 'Romance']"
The Heartbreak Kid,"['Comedy', 'Romance']"
Vampiyaz,"['Crime', 'Horror']"
The Best of Friends: Vol. 1,['Biography']
The Pallisers,"['Drama', 'Romance']"
Elmo's Magic Cookbook,['Family']
Gilligan's Island: Season 3,"['Short', 'Family']"
In the Line of Duty 3,"['Action', 'Drama']"
Steely Dan: Two Against Nature,"['Documentary', 'Music']"
Shamus,"['Action', 'Comedy', 'Crime', 'Drama', 'Mystery']"
Demetrius and the Gladiators,"['Action', 'Drama', 'History']"
Future War,"['Action', 'Fantasy', 'Sci-Fi', 'Thriller']"
Fair Game,"['Biography', 'Drama', 'Thriller']"
The Land Before Time,"['Animation', 'Adventure', 'Drama', 'Family']"
Dark Shadows: Vol. 2,"['Comedy', 'Fantasy', 'Horror']"
Close Encounters of the Third Kind,"['Drama', 'Sci-Fi']"
Buffalo Girls,"['Crime', 'Drama', 'Romance', 'Thriller']"
Janice Beard: 45 WPM,['Comedy']
Persuasion,"['Drama', 'Romance']"
Going Overboard,['Comedy']
The Debut,"['Drama', 'Romance']"
National Geographic: The Search for Kennedy's PT 109,"['Documentary', 'History']"
Lassie,"['Adventure', 'Drama', 'Family']"
Failan,"['Drama', 'Romance']"
Cradle 2 the Grave,"['Action', 'Crime', 'Drama', 'Thriller']"
Wild Zero,"['Comedy', 'Horror', 'Music', 'Sci-Fi', 'Thriller']"
Real Women Have Curves,"['Comedy', 'Drama']"
Elizabeth R,"['Biography', 'Drama', 'History']"
Desperate Living,"['Comedy', 'Crime', 'Fantasy', 'Horror']"
The Rocking Horse Winner,"['Drama', 'Fantasy']"
Barbie of Swan Lake,"['Animation', 'Family']"
Claudine,"['Comedy', 'Drama', 'Romance']"
Q: The Winged Serpent,"['Crime', 'Horror', 'Mystery']"
Rio Grande,"['Romance', 'Western']"
Take This Job and Shove It,['Comedy']
Star Trek: Deep Space Nine: Season 7,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
Dead Creatures,"['Drama', 'Horror', 'Thriller']"
The Twilight Zone: Vol. 7,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
The Peacemaker,"['Action', 'Thriller']"
Roxy Music: Live at the Apollo,['Music']
Scooby-Doo! Winter Wonder Dog,['Animation']
Welcome to the Dollhouse,"['Comedy', 'Drama']"
Six Ways to Sunday,"['Comedy', 'Crime', 'Drama']"
Poirot: Murder on the Links,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Raising Victor Vargas,"['Drama', 'Romance']"
Silent Fall,"['Drama', 'Mystery', 'Thriller']"
I Am David,['Drama']
Paul Westerberg: Come Feel Me Tremble,['Musical']
Burglar,"['Comedy', 'Crime']"
Four for Texas,"['Comedy', 'Western']"
Jefferson in Paris,"['Biography', 'Drama', 'History', 'Romance']"
The Indian Fighter,['Western']
The King and I (Animated),"['Animation', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']"
Vandread: Second Stage,"['Action', 'Animation', 'Comedy', 'Drama', 'Sci-Fi']"
Mr. Death: The Rise and Fall of Fred A. Leuchter Jr.,"['Documentary', 'Biography']"
Bulworth,"['Comedy', 'Drama', 'Romance']"
Slumber Party Massacre,['Horror']
FahrenHYPE 9/11,['Documentary']
Style Wars,"['Documentary', 'Music']"
Tom Green: Subway Monkey Hour,['Comedy']
Annie Get Your Gun,"['Biography', 'Comedy', 'Musical', 'Romance', 'Western']"
Breaking Up,['Comedy']
Big,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
Pride,"['Biography', 'Comedy', 'Drama', 'History', 'Romance']"
Temptress Moon,"['Drama', 'Romance']"
Amadeus,"['Biography', 'Drama', 'History', 'Music']"
Cabin Boy,"['Adventure', 'Comedy', 'Romance']"
100 Years of Horror,"['Documentary', 'Horror']"
The Nude Set,"['Comedy', 'Romance']"
I'm All Right Jack,['Comedy']
Six: The Mark Unleashed,"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
Legally Blonde 2: Red,['Comedy']
Things Are Tough All Over,"['Comedy', 'Action']"
Objective,"['Action', 'Crime', 'Musical']"
The Simpsons: Christmas 2,['Animation']
Raw,"['Drama', 'Horror']"
The Way Things Go,"['Documentary', 'Short']"
The Manhattan Transfer: Vocalese Live,"['Documentary', 'Music']"
Kikujiro,"['Drama', 'Comedy']"
Aqua Teen Hunger Force: Vol. 3,"['Animation', 'Comedy']"
Highwaymen,"['Action', 'Crime', 'Horror', 'Thriller']"
Brainwaves,"['Sci-Fi', 'Thriller']"
Who Killed Bambi?,['Music']
Friends: Season 8,"['Short', 'Comedy']"
The Gypsy Moths,"['Action', 'Drama', 'Romance']"
Space Truckers,"['Adventure', 'Comedy', 'Sci-Fi', 'Thriller']"
Grand Theft Auto,"['Action', 'Comedy', 'Crime', 'Romance']"
A Shot at Glory,"['Drama', 'Sport']"
Diary of a Big Man,"['Comedy', 'Romance']"
Rum and Coke,"['Comedy', 'Romance']"
Mystery of the Maya: IMAX,"['Documentary', 'Short']"
Wild Strawberries,"['Drama', 'Romance']"
My Life Without Me,"['Drama', 'Romance']"
Matchstick Men,"['Comedy', 'Crime', 'Drama', 'Thriller']"
Reincarnation of Isabel,['Horror']
Survival Island: IMAX,"['Adventure', 'Drama', 'Horror', 'Thriller']"
Vampire's Kiss,"['Comedy', 'Horror']"
The Girl Who Shagged Me,['Comedy']
Walking Tall: The Final Chapter,"['Action', 'Crime', 'Drama']"
Smile,['Comedy']
The One and Only,"['Comedy', 'Romance']"
Psycho III,"['Horror', 'Mystery', 'Thriller']"
Love! Valour! Compassion!,"['Comedy', 'Drama', 'Romance']"
Telling Lies in America,"['Drama', 'Music']"
Iron Monkey,"['Action', 'Crime', 'Drama']"
After Stonewall,"['Documentary', 'Biography', 'History']"
Laura,"['Drama', 'Film-Noir', 'Mystery']"
Summer of Sam,"['Crime', 'Drama', 'Romance', 'Thriller']"
Separate Tables,"['Drama', 'Romance']"
Diamond Men,['Drama']
Young Doctors in Love,['Comedy']
Arsenic and Old Lace,"['Comedy', 'Crime', 'Thriller']"
Citizen Ruth,"['Comedy', 'Drama']"
Legendary Victor Borge,['Comedy']
Godzilla vs. Mothra,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
True Love,"['Drama', 'Romance']"
Small Change,"['Comedy', 'Drama']"
Forces of Nature,"['Comedy', 'Romance']"
Suspicion,"['Crime', 'Drama', 'Thriller']"
Changing Lanes,"['Drama', 'Thriller']"
Ronin,"['Action', 'Adventure', 'Crime', 'Thriller']"
The Corner,"['Crime', 'Drama']"
The Mask of Zorro,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller', 'Western']"
What's Happening!!: Season 3,['Short']
Love Don't Cost a Thing,"['Comedy', 'Romance', 'Drama']"
Highlander: Counterfeit,"['Action', 'Adventure', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi']"
Dragon Storm,"['Action', 'Fantasy', 'Sci-Fi']"
Benny Goodman: Adventures in the Kingdom of Swing,"['Documentary', 'Biography']"
The Decameron,"['Comedy', 'Drama', 'History', 'Romance']"
Dreamscape: Special Edition,"['News', 'Talk-Show']"
Twelfth Night,"['Comedy', 'Drama', 'Romance']"
Only the Strong,"['Action', 'Drama']"
Bubble Boy,"['Adventure', 'Comedy', 'Romance', 'Sci-Fi']"
The Gods Must Be Crazy 2,['Comedy']
The Other Side of Sunday,"['Comedy', 'Drama']"
Instinct to Kill,"['Action', 'Thriller']"
Paternal Instinct,"['Documentary', 'Romance']"
MASH: Season 8,['Talk-Show']
The Manson Family,"['Crime', 'Drama', 'History', 'Horror', 'Thriller']"
Dr. Jekyll & Mr. Hyde,"['Horror', 'Sci-Fi']"
Slavery & the Making of America,['History']
The Princess Blade,"['Action', 'Sci-Fi']"
Watership Down,"['Animation', 'Action', 'Adventure', 'Drama', 'Family', 'Fantasy']"
I'm Losing You,['Drama']
Blue Crush,"['Drama', 'Romance', 'Sport']"
Remember the Titans,"['Biography', 'Drama', 'Sport']"
The Map of Sex and Love,['Drama']
A Raisin in the Sun,['Drama']
Hunter's Moon,"['Horror', 'Sci-Fi']"
NASCAR: The IMAX Experience,['Sport']
A Pyromaniac's Love Story,"['Comedy', 'Romance']"
Leprechaun 3,"['Comedy', 'Fantasy', 'Horror']"
Word of Honor,"['Action', 'Thriller']"
Resident Evil,"['Action', 'Horror', 'Sci-Fi']"
Skinned Deep,"['Comedy', 'Horror']"
Cadet Kelly,"['Comedy', 'Drama', 'Family']"
All the King's Men,"['Drama', 'Thriller']"
Fat Albert and the Cosby Kids,"['Animation', 'Comedy', 'Family']"
A Man for All Seasons,"['Biography', 'Drama', 'History']"
Arthur 2: On the Rocks,"['Comedy', 'Romance']"
Chandni Bar,"['Crime', 'Drama']"
CSI: Season 2,['Short']
A Star Is Born,"['Drama', 'Music', 'Romance']"
A Matter of Taste,"['Crime', 'Thriller', 'Drama']"
Amelie: Bonus Material,"['Short', 'Family']"
Iris Blond,"['Comedy', 'Romance']"
Dracula II: Ascension,['Horror']
The Awful Truth,"['Comedy', 'Romance']"
Broadway Melody of 1940,['Musical']
Anna Karenina,"['Drama', 'Romance']"
Herbie: Fully Loaded,['Documentary']
Mickey and the Beanstalk,"['Animation', 'Short', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
Joyride,"['Mystery', 'Thriller']"
Up Close & Personal,"['Drama', 'Romance']"
Cheech & Chong's Next Movie,"['Comedy', 'Crime', 'Sci-Fi']"
Embrace the Darkness 3,"['Action', 'Fantasy', 'Thriller']"
Joni Mitchell: Painting with Words and Music,['Music']
When It Was a Game 3,"['Documentary', 'History', 'Sport']"
I'll Be Seeing You,"['Drama', 'Family', 'Romance']"
The Gay Deceivers,['Comedy']
Alien Nation,"['Crime', 'Drama', 'Sci-Fi']"
Space Station: IMAX,"['Comedy', 'Drama', 'Sci-Fi']"
Van Helsing,"['Action', 'Adventure', 'Fantasy']"
Comic Book Villains,['Comedy']
I'm Going Home,"['Comedy', 'Drama']"
The Brave Little Toaster,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical']"
Inspector Morse 5: Last Seen Wearing,['Mystery']
Everwood: Season 1,['Talk-Show']
Heavy Metal,"['Animation', 'Adventure', 'Fantasy', 'Sci-Fi']"
The Siege,"['Action', 'Crime', 'Thriller']"
When Beckham Met Owen,"['Comedy', 'Drama']"
Quitting,"['Biography', 'Drama', 'Music']"
Blind Date,"['Drama', 'Thriller']"
Blue Collar Comedy Tour: The Movie,"['Comedy', 'Documentary']"
Trekkies 2,"['Documentary', 'Comedy']"
The Toxic Avenger,"['Action', 'Comedy', 'Horror', 'Sci-Fi']"
Keys to Tulsa,"['Crime', 'Drama', 'Thriller']"
Mutant,"['Horror', 'Sci-Fi']"
Robin and the 7 Hoods,"['Comedy', 'Crime', 'Musical']"
Snow White,"['Action', 'Adventure', 'Drama', 'Fantasy']"
War and Remembrance: Vol. 1,"['Drama', 'War']"
Zeder,['Horror']
Chasing Papi,"['Comedy', 'Romance']"
An Intimate Friendship,"['Romance', 'Drama']"
Danger Man: Season 1,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Mystery']"
Hote Hote Pyaar Ho Gaya,"['Romance', 'Action', 'Crime']"
Hellboy,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi']"
L'Effrontee,"['Comedy', 'Drama', 'Music', 'Romance']"
How to Succeed in Business Without Really Trying,"['Comedy', 'Musical']"
The Graduate,"['Comedy', 'Drama', 'Romance']"
Fires of Kuwait: IMAX,"['Documentary', 'Short']"
Excessive Force,['Action']
Perfect Love,"['Drama', 'Romance']"
Volcanoes of the Deep Sea: IMAX,"['Short', 'Documentary']"
Shining Through,"['Drama', 'Romance', 'Thriller', 'War']"
What Have I Done to Deserve This?,"['Comedy', 'Drama']"
Desperate Hours,"['Crime', 'Drama', 'Mystery', 'Thriller']"
A Chinese Ghost Story,"['Action', 'Comedy', 'Fantasy', 'Horror', 'Romance']"
A Life Apart: Hasidism in America,['Documentary']
Never 2 Big,"['Action', 'Thriller']"
September,"['Drama', 'History', 'Thriller']"
Laadla,"['Drama', 'Family']"
John Mayer: Any Given Thursday,"['Documentary', 'Music']"
A Murder of Crows,"['Action', 'Crime', 'Thriller']"
Box of Moonlight,"['Comedy', 'Drama']"
The Brain from Planet Arous,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']"
Gay Weddings,"['Reality-TV', 'Romance']"
Bonanza,['Western']
Space Jam,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi', 'Sport']"
The Rats,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']"
Homicide: Life on the Street: Season 3,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Imelda,"['Documentary', 'Biography']"
Uncommon Valor,"['Action', 'Drama', 'Thriller', 'War']"
Los Ninos Invisibles,"['Comedy', 'Drama']"
Devon's Ghost: Legend of the Bloody Boy,"['Horror', 'Action']"
The Replacements,"['Comedy', 'Sport']"
Bill & Ted's Excellent Adventure,"['Adventure', 'Comedy', 'Music', 'Sci-Fi']"
Lord Peter Wimsey: Unpleasantness at the Bellona Club,"['Crime', 'Mystery']"
Pollock,"['Biography', 'Drama']"
The Last Boy Scout,"['Action', 'Comedy', 'Crime', 'Thriller']"
The Count of Monte Cristo,"['Action', 'Adventure', 'Drama', 'Romance', 'Thriller']"
Darkman II: The Return of Durant,"['Action', 'Crime', 'Horror', 'Sci-Fi', 'Thriller']"
High Season,"['Comedy', 'Romance']"
Zandalee,"['Drama', 'Romance', 'Thriller']"
Dead and Rotting,"['Horror', 'Mystery']"
Maximum Risk,"['Action', 'Crime', 'Mystery', 'Romance', 'Thriller']"
Seconds,"['Sci-Fi', 'Thriller']"
Caracara,"['Action', 'Drama', 'Thriller']"
One Night at McCool's,"['Comedy', 'Crime']"
The A-Team: Season 1,['Short']
Bait,"['Action', 'Adventure', 'Drama', 'Horror', 'Thriller']"
Out Cold,"['Comedy', 'Sport']"
Local Boys,['Drama']
Satya,"['Action', 'Crime', 'Drama', 'Thriller']"
Lust for Dracula,['Horror']
Hercules,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']"
Yankee Doodle Dandy,"['Biography', 'Drama', 'Musical']"
Brian's Song,"['Biography', 'Drama', 'Sport']"
Girlhood,['Drama']
Pop and Me,['Documentary']
Helter Skelter,"['Crime', 'Drama', 'Thriller']"
The 7th Voyage of Sinbad,"['Action', 'Adventure', 'Family', 'Fantasy']"
Frostbite,"['Action', 'Adventure', 'Sci-Fi']"
Amour de Femme,['Drama']
RahXephon: The Motion Picture,"['Animation', 'Drama', 'Romance', 'Sci-Fi']"
Rage Against the Machine: The Battle of Mexico City,"['Documentary', 'Music']"
Milwaukee,"['Comedy', 'Drama']"
Same Time,"['Comedy', 'Drama', 'Romance']"
The Remnant,"['Short', 'Horror']"
Sherlock Holmes: The Sign of Four,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Invasion U.S.A.,"['Action', 'Thriller']"
The Scarlet Pimpernel,"['Action', 'Drama', 'Romance']"
Rick,"['Comedy', 'Drama']"
Wilde,"['Biography', 'Drama', 'Romance']"
Mystic Iran: The Unseen World,['Documentary']
Modern Problems,"['Comedy', 'Fantasy', 'Sci-Fi']"
Maria's Lovers,"['Drama', 'Romance']"
The League of Gentlemen: Series 3,"['Comedy', 'Fantasy', 'Horror']"
On the Waterfront,"['Crime', 'Drama', 'Thriller']"
Place Vendome,"['Crime', 'Drama']"
Cirque du Soleil: Alegria,"['Family', 'Music', 'Musical']"
Aitraaz,"['Drama', 'Romance', 'Thriller']"
Dangerous Moves,"['Drama', 'Thriller']"
Sex and Lucia,"['Drama', 'Romance']"
He Sees You When You're Sleeping,"['Comedy', 'Crime', 'Drama', 'Fantasy', 'Mystery']"
Gangaajal,"['Action', 'Crime', 'Drama']"
Criss Cross,"['Crime', 'Drama']"
Fish in a Barrel,"['Comedy', 'Drama']"
The Karate Kid,"['Action', 'Drama', 'Family', 'Sport']"
High Times' Potluck,"['Comedy', 'Crime']"
Master Spy: The Robert Hanssen Story,"['Biography', 'Drama']"
Broadway Damage,"['Comedy', 'Drama', 'Musical', 'Romance']"
The Unborn,"['Drama', 'Horror', 'Mystery', 'Thriller']"
Cream: Royal Albert Hall,['Music']
Testamento,['Drama']
Zoot Suit,"['Drama', 'Musical']"
Tango & Cash,"['Action', 'Comedy', 'Crime', 'Thriller']"
Across the Tracks,"['Drama', 'Sport']"
Best of the VonErichs,"['Drama', 'History']"
Death Duel of Kung Fu,"['Action', 'Drama']"
A Married Man,['Drama']
The Adventures of Prince Achmed,"['Animation', 'Adventure', 'Fantasy', 'Romance']"
Battlestar Galactica: The Miniseries,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
Love Is All There Is,"['Comedy', 'Romance']"
Kiss Shot,['Drama']
The Cannonball Run II,"['Action', 'Comedy']"
The Warrior and the Sorceress,"['Adventure', 'Fantasy']"
WWE: Tenth Anniversary of Raw,['Action']
Paradise Alley,['Drama']
Wet Hot American Summer,"['Comedy', 'Romance']"
Kiss the Bride,"['Comedy', 'Drama', 'Romance']"
Vampire Junction,"['Horror', 'Western']"
Introducing Dorothy Dandridge,"['Biography', 'Drama', 'Music', 'Romance']"
World Trade Center: Anatomy of the Collapse,['Documentary']
Disappearance,['Drama']
Perfect Opposites,"['Drama', 'Romance']"
Someone Like You,"['Comedy', 'Romance']"
Welcome to Sarajevo,"['Drama', 'War']"
The Son,"['Drama', 'Western']"
Safe,"['Drama', 'Mystery']"
Face of Terror,"['Action', 'Drama', 'Thriller']"
Hanaukyo Maid Team La Verite,"['Animation', 'Comedy']"
The Man from Laramie,['Western']
A Raisin in the Sun,['Drama']
The Beverly Hillbillies,"['Comedy', 'Family']"
Because of Winn-Dixie,"['Comedy', 'Drama', 'Family']"
Mere Yaar Ki Shaadi Hai,"['Comedy', 'Drama', 'Romance']"
The Moderns,"['Comedy', 'Drama', 'Romance']"
Deathtrap,"['Comedy', 'Crime', 'Mystery', 'Thriller']"
Francis Bacon,['Documentary']
Fantasia,"['Animation', 'Family', 'Fantasy', 'Music']"
The Wounds,"['Comedy', 'Crime', 'Drama', 'War']"
Kissed,"['Drama', 'Romance']"
Kiss Tomorrow Goodbye,"['Crime', 'Film-Noir', 'Thriller']"
Ween: Live in Chicago,"['Documentary', 'Music']"
She's Too Young,['Drama']
The Hobbit,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical']"
Say Anything,"['Comedy', 'Drama', 'Romance']"
Best Seller,"['Action', 'Crime', 'Drama', 'Thriller']"
Save the Green Planet!,"['Comedy', 'Drama', 'Fantasy', 'Sci-Fi', 'Thriller']"
The Plague of the Zombies,['Horror']
Drugstore Cowboy,"['Crime', 'Drama']"
Looking Through Lillian,"['Drama', 'Thriller']"
Sitcom,"['Comedy', 'Drama', 'Romance', 'Thriller']"
Always Outnumbered,['Drama']
Emerson,['Comedy']
Dark Shadows Reunion,['Fantasy']
Dave,"['Comedy', 'Romance']"
Wishing Stairs,"['Horror', 'Drama']"
The Super Milk-Chan Show,"['Animation', 'Comedy', 'Sci-Fi']"
Dark Shadows: Vol. 4,"['Comedy', 'Fantasy', 'Horror']"
Dark Waters,"['Action', 'Adventure', 'Horror', 'Thriller']"
El Mar,"['Drama', 'War']"
Shocked,['Drama']
13 Going on 30,"['Comedy', 'Fantasy', 'Romance']"
The Best of Friends: Vol. 2,['Biography']
Entrails of a Virgin,"['Horror', 'Sci-Fi']"
The Phandom Menace,['Documentary']
Chinese Chocolate,['Drama']
Dragon Ball GT: A Hero's Legacy,"['Animation', 'Family', 'Fantasy', 'Sci-Fi']"
Corvette Summer,"['Adventure', 'Comedy']"
Sherlock Holmes and the Case of the Silk Stocking,"['Crime', 'Drama', 'Mystery']"
Alone in the Dark,"['Action', 'Horror', 'Sci-Fi']"
Firelight,"['Romance', 'Drama']"
Firestarter 2: Rekindled,"['Horror', 'Sci-Fi', 'Thriller']"
Kart Racer,"['Comedy', 'Drama', 'Family']"
Family Business,"['Comedy', 'Family', 'Music']"
Mystery Science Theater 3000: The Touch of Satan,"['Comedy', 'Sci-Fi']"
Island of the Sharks: IMAX,"['Documentary', 'Short']"
Tom Sawyer,"['Adventure', 'Comedy', 'Drama', 'Family', 'Romance', 'Western']"
The Maigret Collection,"['Crime', 'Drama', 'Mystery']"
Don't Ask,['Comedy']
Legend of the Dragon Kings: Black Dragon,['Animation']
Sssssss,"['Horror', 'Sci-Fi']"
Poirot: Death in the Clouds,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Ashes of Time,"['Action', 'Drama']"
Prison a-Go-Go!,"['Action', 'Comedy']"
Miss Marple Mysteries: The Body in the Library,['Mystery']
MASH: Season 3,['Talk-Show']
Con Man,['Comedy']
In God's Hands,"['Action', 'Drama', 'Sport']"
Shock Waves,"['Horror', 'Mystery', 'Sci-Fi']"
Miss Congeniality 2: Armed and Fabulous,['Talk-Show']
Othello,"['Drama', 'Romance']"
Active Stealth,"['Adventure', 'Action', 'Crime', 'War']"
The Ninth Gate,"['Mystery', 'Thriller']"
Evil Cult,"['Action', 'Fantasy', 'History']"
ABCD,['Drama']
Ordinary Sinner,"['Drama', 'Romance']"
Linkin Park,['Music']
Tie That Binds,"['Crime', 'Drama', 'Thriller']"
Tunes of Glory,['Drama']
The Railway Children,"['Family', 'Drama']"
Good News,"['Comedy', 'Drama', 'Romance']"
Clear and Present Danger,"['Action', 'Crime', 'Drama', 'Thriller']"
Bob the Builder: Building Friendships,['Family']
Carla's Song,"['Drama', 'Romance', 'War']"
Marvin Gaye: Greatest Hits Live in '76,['Music']
Karan Arjun,"['Action', 'Comedy', 'Fantasy', 'Romance']"
Profiler: Season 2,"['Documentary', 'Short']"
Baywatch: Hawaiian Wedding,"['Action', 'Adventure', 'Drama']"
The Holy Land,['Drama']
Henry Rollins: Shock and Awe,['Comedy']
The Waiting Time,"['Crime', 'Thriller']"
Zombie Holocaust,['Horror']
Father of the Bride,"['Comedy', 'Family', 'Romance']"
Big Bird in Japan,['Family']
Book of Days,['Drama']
The Crimson Rivers,"['Crime', 'Mystery', 'Thriller']"
Greystoke: The Legend of Tarzan,"['Adventure', 'Drama']"
Losing Control,"['Mystery', 'Romance', 'Thriller']"
The Real Cancun,['Documentary']
The Sopranos: Season 1,['Short']
Obsession,['Thriller']
Liberty Heights,"['Drama', 'Music', 'Romance']"
Shine,"['Biography', 'Drama', 'Music', 'Romance']"
A Touch of Zen,"['Action', 'Adventure', 'Drama', 'Thriller']"
Big Eden,"['Comedy', 'Drama', 'Romance']"
Bluebeard,"['Crime', 'Drama', 'Thriller']"
Return to Me,"['Comedy', 'Drama', 'Romance']"
Beach Boys: The Lost Concert,['Music']
Galaxy Hunter,"['Adventure', 'Comedy', 'Sci-Fi', 'Western']"
Daughters of Darkness,['Horror']
Kim Possible: The Secret Files,"['Animation', 'Family', 'Action', 'Comedy', 'Mystery']"
Survivor All-Stars,['Reality-TV']
The Original Three Tenors Concert,['Music']
The Pride and the Passion,"['Action', 'Adventure', 'Drama', 'Romance', 'War']"
Images,"['Drama', 'Horror', 'Mystery']"
Ecstasy,"['Comedy', 'Drama', 'Romance']"
The Haunting,"['Fantasy', 'Horror', 'Mystery', 'Thriller']"
Munchies,"['Comedy', 'Fantasy', 'Horror', 'Sci-Fi']"
Radio Days,['Comedy']
McLibel,['Documentary']
Viva Las Vegas,"['Comedy', 'Musical']"
Chungking Express,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']"
Little House on the Prairie: Season 7,"['Drama', 'Family', 'Romance', 'Western']"
Jump Tomorrow,"['Drama', 'Romance', 'Comedy']"
Batman: The Movie,"['Adventure', 'Comedy', 'Crime', 'Family']"
The Art of Dying,"['Crime', 'Thriller']"
Goosebumps: Deep Trouble,"['Family', 'Fantasy', 'Horror', 'Mystery', 'Thriller']"
Demolition Man,"['Action', 'Crime', 'Sci-Fi', 'Thriller']"
